关键词,帖子内容,帖子链接,帖子点赞数,帖子转发数,帖子评论数,图片视频链接,发布时间,发布者的id,发布者的姓名,发布人的账号类型,发布人的粉丝数,发布者的关注数,作者简介,ip归属地,性别,全部微博数量,微博标签,图片视频类型,博主分类,公司,大学,加入微博时间,信用,爬取时间,发布终端
干旱,没有情绪的干旱 //@阿欧无敌 :明天更清楚//@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 2021第一张帅气自拍接收✅。期待能和你@林俊杰 一起见证更多突破！新年快乐！一起加油！,https://weibo.com/7311879449/JBw1wgJtA,0,0,0,None[],2021-01-03 22:37:22,7311879449,菲菲就是酷崽,无认证,1103,193,哈喽，要和我一起粉林俊杰吗,IP属地：陕西,女,36887,None,图片,None,None,汉台中学,2019-09-29 00:05:02,信用较好,2024-05-22-13-50-19,微博轻享版
干旱,没有情绪的干旱 //@阿欧无敌 :明天更清楚//@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 2021第一张帅气自拍接收✅。期待能和你@林俊杰 一起见证更多突破！新年快乐！一起加油！,https://weibo.com/7311879449/JBw1dpivC,0,0,0,None[],2021-01-03 22:36:37,7311879449,菲菲就是酷崽,无认证,1103,193,哈喽，要和我一起粉林俊杰吗,IP属地：陕西,女,36887,None,图片,None,None,汉台中学,2019-09-29 00:05:02,信用较好,2024-05-22-13-50-19,微博轻享版
干旱,没有情绪的干旱 //@阿欧无敌 :明天更清楚//@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 2021第一张帅气自拍接收✅。期待能和你@林俊杰 一起见证更多突破！新年快乐！一起加油！,https://weibo.com/7311879449/JBw0UsmvE,0,0,0,None[],2021-01-03 22:35:51,7311879449,菲菲就是酷崽,无认证,1103,193,哈喽，要和我一起粉林俊杰吗,IP属地：陕西,女,36887,None,图片,None,None,汉台中学,2019-09-29 00:05:02,信用较好,2024-05-22-13-50-20,微博轻享版
干旱,"【海南出台自然灾害救助办法！灾害种类包括这些→】

省政府办公厅近日印发了《海南省自然灾害救助办法》（简称《办法》），规范自然灾害救助行为，确保受灾人员基本生活，全面提升海南省的自然灾害救助能力。

　　《办法》适用于本省行政区域内，自然灾害的救助准备、受灾人员应急救助和灾后救助等活动。《办法》所称的自然灾害主要包括洪涝、干旱等水旱灾害，台风、风雹、低温冷冻等气象灾害，地震灾害，崩塌、滑坡、泥石流等地质灾害，风暴潮等海洋灾害，森林火灾和重大生物灾害等。

　　《办法》提出，自然灾害救助遵循以党委领导、政府主导、分级管理、社会互助、群众自救的原则。自然灾害救助工作实行各级人民政府行政领导负责制，属地管理、分级负责。对因自然灾害造成或者可能造成人身伤亡、财产损失，生产生活受到影响的人员，依法及时提供必要的生活救助，保障其食品、饮用水、衣被、安全住所、医疗防疫等基本生活需求。

　　《办法》提出，省应急管理厅等有关部门应当制定与海南自贸港建设相适应的全省自然灾害救助物资储备库建设规划，合理布局和推进区域性救助物资储备库建设。市县政府应当根据当地自然灾害特点，居民人口数量和分布等情况，按照布局合理、规模适度的原则，设立自然灾害救助物资储备库。此外，海南省还要建立覆盖全省的省、市、县、乡、村五级灾害信息员队伍。不同级别的灾害信息员，分别要承担报送自然灾害灾情统计、灾害隐患排查、灾害监测预警、险情信息等任务，协调做好受灾群众紧急生活救助等工作。

　　《办法》还提出，海南省要探索建立重大灾害保险、农村住房保险等自然灾害保险制度，鼓励和引导自然灾害多发、易发地区农村居民自愿参保。有条件的地区，可以结合当地财力状况、居民收入水平和现有减灾救灾政策，由人民政府给予居民适当的保险费补贴，为救灾队伍购买人身意外伤害保险。

来源：海南日报",https://weibo.com/6041560575/JBvV4tHOb,0,0,0,None[],2021-01-03 22:21:29,6041560575,洋浦政务,无认证,1171,141,,None,男,19444,"视频累计播放量9万,",图片,海南省洋浦经济开发区管理委员会官方微博,None,university,2016-10-08 09:52:21,信用较好,2024-05-22-13-50-21,微博 weibo.com
干旱,"#夏之光[超话]#xzg#夏之光 熠熠廿一如晟锦期# 
福州打卡！
干旱地区的小雨[二哈]  ",https://weibo.com/5634672676/JBvTVeKPz,4,0,0,"None['https://wx1.sinaimg.cn/orj960/0069kvLmly1gmavatkfdrj31hc0u0tdx', 'https://wx1.sinaimg.cn/orj960/0069kvLmly1gmavau616dj30u00u0gp6', 'https://wx1.sinaimg.cn/orj960/0069kvLmly1gmavauzmi3j31420u0q9a', 'https://wx1.sinaimg.cn/orj960/0069kvLmly1gmavavwq33j31hc0u045h']",2021-01-03 22:18:38,5634672676,每天都爱瞎逛,无认证,55,266,,IP属地：福建,女,26,None,图片,None,None,university,2015-06-19 20:12:43,信用较好,2024-05-22-13-50-22,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/63mcJc"" rel=""nofollow"">小米9</a>"
干旱,"#木木杰冰激凌小铺[超话]# zlj#爱豆能量月#  zlj#左林杰0130生日快乐#  
从干旱沙漠往前终有绿洲，循干涸河水往前会得泉眼。从零到满，抓住就好，少年从远方走来，将天赋化作魔法，点亮万物[月亮]@SKY-左林杰 ",https://weibo.com/7500924362/JBvTPBMiH,0,0,0,"None['https://wx1.sinaimg.cn/orj960/008bD750ly1gmavagsooyj30i70i7juz', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavahx0ehj30i70i7jx9', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavaisgtjj30i70i7wil', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavajjrdmj30i70i70w6', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavakbx5vj30i70i7424', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmaval8oobj30i70i7q6g', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavamwhv4j30i70i7785', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavankxhgj30i70i777y', 'https://wx1.sinaimg.cn/orj960/008bD750ly1gmavaoabl8j30i70i7adl']",2021-01-03 22:18:26,7500924362,榴莲solo粥-,无认证,539,130,喵喵喵,,女,4957,None,图片,None,None,university,2020-09-09 20:59:21,信用一般,2024-05-22-13-50-24,微博轻享版
干旱,没有情绪的干旱 //@进阶的林小瓜:日升换月落!,https://weibo.com/6891616019/JBvQUc3lt,0,0,0,None[],2021-01-03 22:11:13,6891616019,林小瓜的小十四,无认证,2057,231,,,男,5850,None,图片,None,None,黑龙江科技大学,2018-12-19 21:53:22,信用较好,2024-05-22-13-50-26,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/3HbuLH"" rel=""nofollow"">Redmi K30 Pro 真旗舰</a>"
干旱,京津相差如此之大，海口这种热带季风气候城市竟然降水量不如很多亚热带季风城市，800mm降水量是半湿润和半干旱的分水岭，青岛和大连也应该是半湿润地区了[吃惊],https://weibo.com/3837560004/JBvPI6m6R,0,0,0,None[],2021-01-03 22:08:15,3837560004,Jason赵胤伯,无认证,896,558,从不谈钱,IP属地：澳大利亚,男,3633,"视频累计播放量6525,",图片,None,None,university,2013-10-06 18:54:32,信用较好,2024-05-22-13-50-27,iPhone客户端
干旱,【高考地理】#荒漠化问题#1.地区：西北地区（新疆、青海、内蒙等地）。2.采取措施： ① 半干旱农牧过渡和旱农区：调整土地利用结构和采取防风沙措施相结合，②干旱地带沙漠边缘的绿洲: 建立以绿洲为中心的防护林体系。 ,https://weibo.com/1630214397/JBvKlDk8s,1,0,0,None[],2021-01-03 21:55:04,1630214397,高考沉思录,黄V,474966,232,☑高三文科党 ☑高二文科党 ☑ 高一预备文科党 ▏必关注！,,男,158306,"视频累计播放量2.7万,",图片,教育博主 头条文章作者,None,university,2010-07-23 14:54:40,信用极好,2024-05-22-13-50-28,皮皮时光机
干旱,没有情绪的干旱 //@俊俊小耳朵 ://@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 裂缝中的阳光。不过现在还是要跟你@林俊杰 说，晚上好[月亮][挤眼]～,https://weibo.com/6562825048/JBvznq2aM,0,0,0,None[],2021-01-03 21:28:02,6562825048,林俊杰再不翻牌小耳朵就跑路了,无认证,1095,313,小耳朵追星小号👂🏻,,女,31415,None,图片,None,None,university,2018-05-30 15:32:37,信用较好,2024-05-22-13-50-29,微博轻享版
干旱,没有情绪的干旱 //@Aa-妍:2021新年第二天，今天依旧被你帅翻了[偷笑][打call],https://weibo.com/6245139770/JBvy3xNI4,0,0,0,None[],2021-01-03 21:24:47,6245139770,妍_抬头就看得见,无认证,1257,370,Aa-妍是我呀💜,,女,34968,None,图片,None,None,university,2017-05-26 12:38:30,信用较好,2024-05-22-13-50-31,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/63vuwU"" rel=""nofollow"">HUAWEI P40 5G</a>"
干旱,没有情绪的干旱 //@俺是末末一号 ://@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 2021第一张帅气自拍接收✅。期待能和你@林俊杰 一起见证更多突破！新年快乐！一起加油！,https://weibo.com/6528541708/JBvxLvdKg,0,0,0,None[],2021-01-03 21:24:04,6528541708,末末七号,无认证,1268,1233,末末小号,,男,36520,None,图片,None,None,university,2018-04-16 13:33:23,信用较好,2024-05-22-13-50-32,微博轻享版
干旱,没有情绪的干旱 //@俊俊小耳朵 ://@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 裂缝中的阳光。不过现在还是要跟你@林俊杰 说，晚上好[月亮][挤眼]～,https://weibo.com/6562825048/JBvx7mhG9,0,0,0,None[],2021-01-03 21:22:28,6562825048,林俊杰再不翻牌小耳朵就跑路了,无认证,1095,313,小耳朵追星小号👂🏻,,女,31415,None,图片,None,None,university,2018-05-30 15:32:37,信用较好,2024-05-22-13-50-33,微博轻享版
干旱,没有情绪的干旱 //@Aa-妍:2021新年第二天，今天依旧被你帅翻了[偷笑][打call],https://weibo.com/6245139770/JBvwQf8aZ,0,0,0,None[],2021-01-03 21:21:47,6245139770,妍_抬头就看得见,无认证,1257,370,Aa-妍是我呀💜,,女,34968,None,图片,None,None,university,2017-05-26 12:38:30,信用较好,2024-05-22-13-50-34,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/63vuwU"" rel=""nofollow"">HUAWEI P40 5G</a>"
干旱,没有情绪的干旱 //@俺是末末一号 ://@林俊杰国际歌友会 :#林俊杰[超话]#💜#JJ林俊杰幸存者如你# 2021第一张帅气自拍接收✅。期待能和你@林俊杰 一起见证更多突破！新年快乐！一起加油！,https://weibo.com/6636922143/JBvuvELHe,0,0,0,None[],2021-01-03 21:16:03,6636922143,末末的九号,无认证,1262,396,末末的小号 欢迎互关,,女,35641,None,图片,None,None,江南大学,2018-08-16 02:29:42,信用较好,2024-05-22-13-50-36,微博轻享版
